model: 1719915432, 1719915436.132, 0.55, 0.2495, 0.5, 0.25023579597473145
model: 1719915432, 1719915436.391, 0.41, 0.251, 0.46, 0.250181645154953
model: 1719915432, 1719915436.749, 0.61, 0.2487, 0.56, 0.24944379925727844
model: 1719915432, 1719915437.03, 0.46, 0.2506, 0.48, 0.25025445222854614
model: 1719915432, 1719915437.297, 0.61, 0.2488, 0.52, 0.2497919499874115
model: 1719915432, 1719915437.53, 0.51, 0.2499, 0.56, 0.24952268600463867
model: 1719915432, 1719915437.78, 0.55, 0.2497, 0.46, 0.25048816204071045
model: 1719915432, 1719915437.995, 0.45, 0.2509, 0.5, 0.24994641542434692
model: 1719915432, 1719915438.236, 0.42, 0.2511, 0.48, 0.25045812129974365
model: 1719915432, 1719915438.481, 0.55, 0.2496, 0.54, 0.24970389902591705
model: 1719915432, 1719915438.766, 0.48, 0.2503, 0.5, 0.249630868434906
model: 1719915432, 1719915439.028, 0.45, 0.2508, 0.46, 0.2506016194820404
model: 1719915432, 1719915439.243, 0.6, 0.2488, 0.42, 0.2511322498321533
model: 1719915432, 1719915439.495, 0.45, 0.2506, 0.48, 0.24998992681503296
model: 1719915432, 1719915439.719, 0.56, 0.2492, 0.5, 0.2501661777496338
model: 1719915432, 1719915439.964, 0.51, 0.2501, 0.5, 0.2501707971096039
model: 1719915432, 1719915440.199, 0.44, 0.2507, 0.44, 0.2505282461643219
model: 1719915432, 1719915440.427, 0.5, 0.2501, 0.46, 0.2507394850254059
model: 1719915432, 1719915440.661, 0.47, 0.2504, 0.58, 0.2487383484840393
model: 1719915432, 1719915440.884, 0.49, 0.2503, 0.42, 0.2510139048099518
model: 1719915432, 1719915441.131, 0.54, 0.2495, 0.4, 0.25142937898635864
model: 1719915432, 1719915441.351, 0.45, 0.2509, 0.54, 0.24940547347068787
model: 1719915432, 1719915441.59, 0.56, 0.2495, 0.52, 0.2500098943710327
model: 1719915432, 1719915441.823, 0.58, 0.2493, 0.6, 0.24885089695453644
model: 1719915432, 1719915442.048, 0.44, 0.2507, 0.48, 0.2505078613758087
model: 1719915432, 1719915442.277, 0.43, 0.251, 0.44, 0.2508964240550995
model: 1719915432, 1719915442.526, 0.42, 0.2509, 0.64, 0.24804365634918213
model: 1719915432, 1719915442.754, 0.47, 0.2505, 0.48, 0.250493586063385
model: 1719915432, 1719915442.997, 0.52, 0.2498, 0.42, 0.25106343626976013
model: 1719915432, 1719915443.225, 0.51, 0.2501, 0.56, 0.24907582998275757
model: 1719915432, 1719915443.469, 0.55, 0.2494, 0.42, 0.25123605132102966
model: 1719915432, 1719915443.714, 0.47, 0.2505, 0.46, 0.25026053190231323
model: 1719915432, 1719915443.947, 0.49, 0.25, 0.48, 0.25031253695487976
model: 1719915432, 1719915444.191, 0.48, 0.2503, 0.32, 0.25248295068740845
model: 1719915432, 1719915444.427, 0.44, 0.2509, 0.4, 0.2515111565589905
model: 1719915432, 1719915444.657, 0.53, 0.2498, 0.6, 0.24907995760440826
model: 1719915432, 1719915444.887, 0.53, 0.2497, 0.46, 0.25050297379493713
model: 1719915432, 1719915445.113, 0.53, 0.2497, 0.4, 0.25140151381492615
model: 1719915432, 1719915445.355, 0.51, 0.2499, 0.58, 0.2492918074131012
model: 1719915432, 1719915445.587, 0.42, 0.2511, 0.64, 0.24840280413627625
model: 1719915432, 1719915445.823, 0.47, 0.2505, 0.58, 0.24940073490142822
model: 1719915432, 1719915446.056, 0.53, 0.2497, 0.44, 0.25060945749282837
model: 1719915432, 1719915446.285, 0.55, 0.2494, 0.54, 0.24969781935214996
model: 1719915432, 1719915446.528, 0.5, 0.2501, 0.42, 0.2508123219013214
model: 1719915432, 1719915446.744, 0.53, 0.2496, 0.5, 0.24999693036079407
model: 1719915432, 1719915446.972, 0.47, 0.2504, 0.52, 0.24956408143043518
model: 1719915432, 1719915447.195, 0.49, 0.2504, 0.64, 0.2485504001379013
model: 1719915432, 1719915447.439, 0.43, 0.2509, 0.44, 0.2507094144821167
model: 1719915432, 1719915447.662, 0.46, 0.2507, 0.54, 0.24931791424751282
model: 1719915432, 1719915447.901, 0.42, 0.251, 0.54, 0.24956539273262024
model: 1719915432, 1719915448.125, 0.48, 0.2503, 0.64, 0.2485799640417099
model: 1719915432, 1719915448.355, 0.6, 0.2488, 0.58, 0.2491055727005005
model: 1719915432, 1719915448.583, 0.45, 0.2508, 0.44, 0.2504793405532837
model: 1719915432, 1719915448.82, 0.55, 0.2495, 0.46, 0.2503063678741455
model: 1719915432, 1719915449.044, 0.54, 0.2497, 0.46, 0.25029078125953674
